location	variant	date	sequences
Peru	21J	2021-12-14	78
Poland	21J	2021-12-14	229
Russia	21J	2021-12-14	222
Singapore	21J	2021-12-14	32
Slovakia	21J	2021-12-14	30
Slovenia	21J	2021-12-14	177
South Korea	21J	2021-12-14	86
Spain	21J	2021-12-14	348
Sweden	21J	2021-12-14	369
Switzerland	21J	2021-12-14	388
USA	21J	2021-12-14	8095
United Kingdom	21J	2021-12-14	5091
Australia	21J	2021-12-15	170
Austria	21J	2021-12-15	16
Belgium	21J	2021-12-15	325
Brazil	21J	2021-12-15	191
Canada	21J	2021-12-15	422
Chile	21J	2021-12-15	52
Croatia	21J	2021-12-15	352
Denmark	21J	2021-12-15	560
Finland	21J	2021-12-15	43
France	21J	2021-12-15	403
Germany	21J	2021-12-15	1693
Greece	21J	2021-12-15	9
Ireland	21J	2021-12-15	12
Italy	21J	2021-12-15	162
Japan	21J	2021-12-15	57
Lithuania	21J	2021-12-15	112
Malaysia	21J	2021-12-15	15
Netherlands	21J	2021-12-15	286
New Zealand	21J	2021-12-15	15
Peru	21J	2021-12-15	72
Poland	21J	2021-12-15	263
Russia	21J	2021-12-15	238
Singapore	21J	2021-12-15	28
Slovakia	21J	2021-12-15	21
Slovenia	21J	2021-12-15	98
South Korea	21J	2021-12-15	100
Spain	21J	2021-12-15	324
Sweden	21J	2021-12-15	352
Switzerland	21J	2021-12-15	144
USA	21J	2021-12-15	7061
United Kingdom	21J	2021-12-15	4737
Australia	21J	2021-12-16	184
Austria	21J	2021-12-16	65
Belgium	21J	2021-12-16	237
Brazil	21J	2021-12-16	144
Canada	21J	2021-12-16	304
Chile	21J	2021-12-16	31
Croatia	21J	2021-12-16	266
Denmark	21J	2021-12-16	540
Finland	21J	2021-12-16	75
France	21J	2021-12-16	357
Germany	21J	2021-12-16	2569
Greece	21J	2021-12-16	20
Ireland	21J	2021-12-16	7
Italy	21J	2021-12-16	101
Japan	21J	2021-12-16	35
Lithuania	21J	2021-12-16	100
Malaysia	21J	2021-12-16	20
Netherlands	21J	2021-12-16	280
New Zealand	21J	2021-12-16	13
Peru	21J	2021-12-16	69
Poland	21J	2021-12-16	136
Russia	21J	2021-12-16	119
Singapore	21J	2021-12-16	14
Slovakia	21J	2021-12-16	12
Slovenia	21J	2021-12-16	72
South Korea	21J	2021-12-16	62
Spain	21J	2021-12-16	227
Sweden	21J	2021-12-16	462
Switzerland	21J	2021-12-16	95
USA	21J	2021-12-16	6294
United Kingdom	21J	2021-12-16	3817
Australia	21J	2021-12-17	130
Austria	21J	2021-12-17	17
Belgium	21J	2021-12-17	183
Brazil	21J	2021-12-17	135
Canada	21J	2021-12-17	383
Chile	21J	2021-12-17	35
Croatia	21J	2021-12-17	256
Denmark	21J	2021-12-17	211
Finland	21J	2021-12-17	78
France	21J	2021-12-17	393
Germany	21J	2021-12-17	1138
Greece	21J	2021-12-17	10
Ireland	21J	2021-12-17	11
Italy	21J	2021-12-17	212
Japan	21J	2021-12-17	51
Lithuania	21J	2021-12-17	127
Malaysia	21J	2021-12-17	23
Netherlands	21J	2021-12-17	222
New Zealand	21J	2021-12-17	30
Peru	21J	2021-12-17	59
Poland	21J	2021-12-17	290
Russia	21J	2021-12-17	244
Singapore	21J	2021-12-17	11
Slovakia	21J	2021-12-17	13
Slovenia	21J	2021-12-17	126
South Korea	21J	2021-12-17	56
Spain	21J	2021-12-17	328
Sweden	21J	2021-12-17	228
Switzerland	21J	2021-12-17	510
USA	21J	2021-12-17	5861
United Kingdom	21J	2021-12-17	2829
Australia	21J	2021-12-18	107
Austria	21J	2021-12-18	16
Belgium	21J	2021-12-18	154
Brazil	21J	2021-12-18	57
Canada	21J	2021-12-18	231
Chile	21J	2021-12-18	32
Croatia	21J	2021-12-18	111
Denmark	21J	2021-12-18	392
Finland	21J	2021-12-18	25
France	21J	2021-12-18	239
Germany	21J	2021-12-18	1036
Greece	21J	2021-12-18	5
Ireland	21J	2021-12-18	2
Italy	21J	2021-12-18	127
Japan	21J	2021-12-18	42
Lithuania	21J	2021-12-18	76
Malaysia	21J	2021-12-18	15
Netherlands	21J	2021-12-18	139
New Zealand	21J	2021-12-18	32
Peru	21J	2021-12-18	23
Poland	21J	2021-12-18	233
Russia	21J	2021-12-18	224
Singapore	21J	2021-12-18	9
Slovakia	21J	2021-12-18	25
Slovenia	21J	2021-12-18	62
South Korea	21J	2021-12-18	56
Spain	21J	2021-12-18	100
Sweden	21J	2021-12-18	93
Switzerland	21J	2021-12-18	168
USA	21J	2021-12-18	3182
United Kingdom	21J	2021-12-18	2823
Australia	21J	2021-12-19	128
Austria	21J	2021-12-19	27
Belgium	21J	2021-12-19	96
Brazil	21J	2021-12-19	76
Canada	21J	2021-12-19	188
Chile	21J	2021-12-19	25
China	21J	2021-12-19	3
Croatia	21J	2021-12-19	10
Denmark	21J	2021-12-19	476
Finland	21J	2021-12-19	27
France	21J	2021-12-19	161
Germany	21J	2021-12-19	214
Greece	21J	2021-12-19	20
Ireland	21J	2021-12-19	35
Italy	21J	2021-12-19	159
Japan	21J	2021-12-19	34
Lithuania	21J	2021-12-19	43
Malaysia	21J	2021-12-19	16
Netherlands	21J	2021-12-19	169
New Zealand	21J	2021-12-19	24
Peru	21J	2021-12-19	26
Poland	21J	2021-12-19	120
Russia	21J	2021-12-19	194
Singapore	21J	2021-12-19	5
Slovakia	21J	2021-12-19	41
Slovenia	21J	2021-12-19	40
South Korea	21J	2021-12-19	51
Spain	21J	2021-12-19	130
Sweden	21J	2021-12-19	63
Switzerland	21J	2021-12-19	94
USA	21J	2021-12-19	2287
United Kingdom	21J	2021-12-19	2010
Australia	21J	2021-12-20	135
Austria	21J	2021-12-20	27
Belgium	21J	2021-12-20	181
Brazil	21J	2021-12-20	204
Canada	21J	2021-12-20	295
Chile	21J	2021-12-20	36
Croatia	21J	2021-12-20	151
Denmark	21J	2021-12-20	500
Finland	21J	2021-12-20	52
France	21J	2021-12-20	2600
Germany	21J	2021-12-20	2187
Greece	21J	2021-12-20	13
Ireland	21J	2021-12-20	8
Italy	21J	2021-12-20	814
Japan	21J	2021-12-20	87
Lithuania	21J	2021-12-20	114
Malaysia	21J	2021-12-20	20
Netherlands	21J	2021-12-20	191
New Zealand	21J	2021-12-20	33
Peru	21J	2021-12-20	57
Poland	21J	2021-12-20	258
Russia	21J	2021-12-20	197
Singapore	21J	2021-12-20	60
Slovakia	21J	2021-12-20	36
Slovenia	21J	2021-12-20	265
South Korea	21J	2021-12-20	37
Spain	21J	2021-12-20	250
Sweden	21J	2021-12-20	550
Switzerland	21J	2021-12-20	356
USA	21J	2021-12-20	4592
United Kingdom	21J	2021-12-20	2460
Australia	21J	2021-12-21	232
Austria	21J	2021-12-21	15
Belgium	21J	2021-12-21	178
Brazil	21J	2021-12-21	132
Canada	21J	2021-12-21	172
Chile	21J	2021-12-21	53
China	21J	2021-12-21	1
Croatia	21J	2021-12-21	285
Denmark	21J	2021-12-21	291
Finland	21J	2021-12-21	66
France	21J	2021-12-21	474
Germany	21J	2021-12-21	1594
Ireland	21J	2021-12-21	31
Italy	21J	2021-12-21	204
Japan	21J	2021-12-21	59
Lithuania	21J	2021-12-21	100
Malaysia	21J	2021-12-21	19
Netherlands	21J	2021-12-21	245
New Zealand	21J	2021-12-21	60
Peru	21J	2021-12-21	62
Poland	21J	2021-12-21	177
Russia	21J	2021-12-21	167
Singapore	21J	2021-12-21	61
Slovakia	21J	2021-12-21	17
Slovenia	21J	2021-12-21	206
South Korea	21J	2021-12-21	47
Spain	21J	2021-12-21	294
Sweden	21J	2021-12-21	324
Switzerland	21J	2021-12-21	268
USA	21J	2021-12-21	4240
United Kingdom	21J	2021-12-21	1485
Australia	21J	2021-12-22	182
Austria	21J	2021-12-22	8
Belgium	21J	2021-12-22	133
Brazil	21J	2021-12-22	117
Canada	21J	2021-12-22	152
Chile	21J	2021-12-22	18
Croatia	21J	2021-12-22	289
Denmark	21J	2021-12-22	185
Finland	21J	2021-12-22	14
France	21J	2021-12-22	376
Germany	21J	2021-12-22	1522
Ireland	21J	2021-12-22	3
Italy	21J	2021-12-22	150
Japan	21J	2021-12-22	60
Lithuania	21J	2021-12-22	105
Malaysia	21J	2021-12-22	31
Netherlands	21J	2021-12-22	185
New Zealand	21J	2021-12-22	41
Peru	21J	2021-12-22	43
Poland	21J	2021-12-22	233
Russia	21J	2021-12-22	175
Singapore	21J	2021-12-22	4
Slovakia	21J	2021-12-22	45
Slovenia	21J	2021-12-22	125
South Korea	21J	2021-12-22	80
Spain	21J	2021-12-22	184
Sweden	21J	2021-12-22	196
Switzerland	21J	2021-12-22	122
USA	21J	2021-12-22	3708
United Kingdom	21J	2021-12-22	1187
Australia	21J	2021-12-23	162
Austria	21J	2021-12-23	7
Belgium	21J	2021-12-23	99
Brazil	21J	2021-12-23	86
Canada	21J	2021-12-23	168
Chile	21J	2021-12-23	23
Croatia	21J	2021-12-23	332
Denmark	21J	2021-12-23	187
Finland	21J	2021-12-23	21
France	21J	2021-12-23	303
Germany	21J	2021-12-23	1545
Ireland	21J	2021-12-23	8
Italy	21J	2021-12-23	214
Japan	21J	2021-12-23	90
Lithuania	21J	2021-12-23	111
Malaysia	21J	2021-12-23	23
Netherlands	21J	2021-12-23	144
New Zealand	21J	2021-12-23	37
Peru	21J	2021-12-23	59
Poland	21J	2021-12-23	184
Russia	21J	2021-12-23	166
Singapore	21J	2021-12-23	26
Slovakia	21J	2021-12-23	27
Slovenia	21J	2021-12-23	114
South Korea	21J	2021-12-23	29
Spain	21J	2021-12-23	74
Sweden	21J	2021-12-23	164
Switzerland	21J	2021-12-23	168
USA	21J	2021-12-23	2514
United Kingdom	21J	2021-12-23	1299
Australia	21J	2021-12-24	113
Austria	21J	2021-12-24	7
Belgium	21J	2021-12-24	111
Brazil	21J	2021-12-24	18
Canada	21J	2021-12-24	96
Chile	21J	2021-12-24	20
Croatia	21J	2021-12-24	152
Denmark	21J	2021-12-24	104
Finland	21J	2021-12-24	13
France	21J	2021-12-24	278
Germany	21J	2021-12-24	793
Ireland	21J	2021-12-24	7
Italy	21J	2021-12-24	112
Japan	21J	2021-12-24	71
Lithuania	21J	2021-12-24	71
Malaysia	21J	2021-12-24	9
Netherlands	21J	2021-12-24	157
New Zealand	21J	2021-12-24	30
Peru	21J	2021-12-24	30
Poland	21J	2021-12-24	357
Russia	21J	2021-12-24	218
Singapore	21J	2021-12-24	16
Slovakia	21J	2021-12-24	10
Slovenia	21J	2021-12-24	78
South Korea	21J	2021-12-24	59
Spain	21J	2021-12-24	91
Sweden	21J	2021-12-24	65
Switzerland	21J	2021-12-24	79
USA	21J	2021-12-24	919
United Kingdom	21J	2021-12-24	505
Australia	21J	2021-12-25	101
Austria	21J	2021-12-25	1
Belgium	21J	2021-12-25	57
Brazil	21J	2021-12-25	15
Canada	21J	2021-12-25	40
Chile	21J	2021-12-25	21
Croatia	21J	2021-12-25	13
Denmark	21J	2021-12-25	77
Finland	21J	2021-12-25	18
France	21J	2021-12-25	93
Germany	21J	2021-12-25	264
Ireland	21J	2021-12-25	2
Italy	21J	2021-12-25	139
Japan	21J	2021-12-25	50
Lithuania	21J	2021-12-25	27
Malaysia	21J	2021-12-25	17
Netherlands	21J	2021-12-25	119
New Zealand	21J	2021-12-25	12
Peru	21J	2021-12-25	6
Poland	21J	2021-12-25	211
Russia	21J	2021-12-25	130
Singapore	21J	2021-12-25	16
Slovakia	21J	2021-12-25	6
Slovenia	21J	2021-12-25	16
South Korea	21J	2021-12-25	81
Spain	21J	2021-12-25	78
Sweden	21J	2021-12-25	31
Switzerland	21J	2021-12-25	58
USA	21J	2021-12-25	464
United Kingdom	21J	2021-12-25	369
Australia	21J	2021-12-26	60
Austria	21J	2021-12-26	39
Belgium	21J	2021-12-26	83
Brazil	21J	2021-12-26	31
Canada	21J	2021-12-26	58
Chile	21J	2021-12-26	17
China	21J	2021-12-26	1
Croatia	21J	2021-12-26	60
Denmark	21J	2021-12-26	114
Finland	21J	2021-12-26	23
France	21J	2021-12-26	171
Germany	21J	2021-12-26	631
Ireland	21J	2021-12-26	1
Italy	21J	2021-12-26	31
Japan	21J	2021-12-26	30
Lithuania	21J	2021-12-26	27
Malaysia	21J	2021-12-26	9
Netherlands	21J	2021-12-26	114
New Zealand	21J	2021-12-26	22
Peru	21J	2021-12-26	21
Poland	21J	2021-12-26	132
Russia	21J	2021-12-26	165
Singapore	21J	2021-12-26	12
Slovakia	21J	2021-12-26	39
Slovenia	21J	2021-12-26	15
South Korea	21J	2021-12-26	43
Spain	21J	2021-12-26	74
Sweden	21J	2021-12-26	76
Switzerland	21J	2021-12-26	97
USA	21J	2021-12-26	1443
United Kingdom	21J	2021-12-26	582
Australia	21J	2021-12-27	58
Austria	21J	2021-12-27	9
Belgium	21J	2021-12-27	105
Brazil	21J	2021-12-27	103
Canada	21J	2021-12-27	102
Chile	21J	2021-12-27	27
Croatia	21J	2021-12-27	202
Denmark	21J	2021-12-27	297
Finland	21J	2021-12-27	24
France	21J	2021-12-27	2950
Germany	21J	2021-12-27	1186
Ireland	21J	2021-12-27	2
Italy	21J	2021-12-27	115
Japan	21J	2021-12-27	67
Lithuania	21J	2021-12-27	96
Malaysia	21J	2021-12-27	19
Netherlands	21J	2021-12-27	188
New Zealand	21J	2021-12-27	43
Peru	21J	2021-12-27	58
Poland	21J	2021-12-27	293
Russia	21J	2021-12-27	404
Singapore	21J	2021-12-27	13
Slovakia	21J	2021-12-27	69
Slovenia	21J	2021-12-27	187
South Korea	21J	2021-12-27	52
Spain	21J	2021-12-27	100
Sweden	21J	2021-12-27	177
Switzerland	21J	2021-12-27	103
USA	21J	2021-12-27	2548
United Kingdom	21J	2021-12-27	748
Australia	21J	2021-12-28	60
Austria	21J	2021-12-28	13
Belgium	21J	2021-12-28	78
Brazil	21J	2021-12-28	100
Canada	21J	2021-12-28	64
Chile	21J	2021-12-28	37
Croatia	21J	2021-12-28	401
Denmark	21J	2021-12-28	164
Finland	21J	2021-12-28	16
France	21J	2021-12-28	302
Germany	21J	2021-12-28	713
Ireland	21J	2021-12-28	51
Italy	21J	2021-12-28	79
Japan	21J	2021-12-28	85
Lithuania	21J	2021-12-28	79
Malaysia	21J	2021-12-28	18
Netherlands	21J	2021-12-28	114
New Zealand	21J	2021-12-28	28
Peru	21J	2021-12-28	36
Poland	21J	2021-12-28	327
Russia	21J	2021-12-28	196
Singapore	21J	2021-12-28	12
Slovakia	21J	2021-12-28	30
Slovenia	21J	2021-12-28	141
South Korea	21J	2021-12-28	39
Spain	21J	2021-12-28	200
Sweden	21J	2021-12-28	144
Switzerland	21J	2021-12-28	83
USA	21J	2021-12-28	2052
United Kingdom	21J	2021-12-28	577
Australia	21J	2021-12-29	31
Austria	21J	2021-12-29	6
Belgium	21J	2021-12-29	99
Brazil	21J	2021-12-29	55
Canada	21J	2021-12-29	53
Chile	21J	2021-12-29	11
Croatia	21J	2021-12-29	157
Denmark	21J	2021-12-29	64
Finland	21J	2021-12-29	15
France	21J	2021-12-29	259
Germany	21J	2021-12-29	912
Ireland	21J	2021-12-29	4
Italy	21J	2021-12-29	50
Japan	21J	2021-12-29	58
Lithuania	21J	2021-12-29	82
Malaysia	21J	2021-12-29	20
Netherlands	21J	2021-12-29	94
New Zealand	21J	2021-12-29	34
Peru	21J	2021-12-29	31
Poland	21J	2021-12-29	477
Russia	21J	2021-12-29	338
Singapore	21J	2021-12-29	1
Slovakia	21J	2021-12-29	40
Slovenia	21J	2021-12-29	129
South Korea	21J	2021-12-29	44
Spain	21J	2021-12-29	103
Sweden	21J	2021-12-29	119
Switzerland	21J	2021-12-29	75
USA	21J	2021-12-29	1708
United Kingdom	21J	2021-12-29	684
Australia	21J	2021-12-30	38
Austria	21J	2021-12-30	15
Belgium	21J	2021-12-30	78
Brazil	21J	2021-12-30	28
Canada	21J	2021-12-30	51
Chile	21J	2021-12-30	15
Croatia	21J	2021-12-30	170
Denmark	21J	2021-12-30	99
Finland	21J	2021-12-30	25
France	21J	2021-12-30	252
Germany	21J	2021-12-30	1337
Greece	21J	2021-12-30	2
Ireland	21J	2021-12-30	1
Italy	21J	2021-12-30	121
Japan	21J	2021-12-30	54
Lithuania	21J	2021-12-30	91
Malaysia	21J	2021-12-30	14
Netherlands	21J	2021-12-30	75
New Zealand	21J	2021-12-30	24
Peru	21J	2021-12-30	23
Poland	21J	2021-12-30	202
Russia	21J	2021-12-30	69
Singapore	21J	2021-12-30	8
Slovakia	21J	2021-12-30	46
Slovenia	21J	2021-12-30	49
South Korea	21J	2021-12-30	16
Spain	21J	2021-12-30	66
Sweden	21J	2021-12-30	59
Switzerland	21J	2021-12-30	99
USA	21J	2021-12-30	1572
United Kingdom	21J	2021-12-30	464
Australia	21J	2021-12-31	23
Austria	21J	2021-12-31	51
Belgium	21J	2021-12-31	51
Brazil	21J	2021-12-31	12
Canada	21J	2021-12-31	40
Chile	21J	2021-12-31	6
Croatia	21J	2021-12-31	93
Denmark	21J	2021-12-31	37
Finland	21J	2021-12-31	16
France	21J	2021-12-31	201
Germany	21J	2021-12-31	432
Greece	21J	2021-12-31	1
Ireland	21J	2021-12-31	3
Italy	21J	2021-12-31	80
Japan	21J	2021-12-31	58
Lithuania	21J	2021-12-31	96
Malaysia	21J	2021-12-31	9
Netherlands	21J	2021-12-31	66
New Zealand	21J	2021-12-31	46
Peru	21J	2021-12-31	33
Poland	21J	2021-12-31	301
Russia	21J	2021-12-31	11
Singapore	21J	2021-12-31	15
Slovakia	21J	2021-12-31	43
Slovenia	21J	2021-12-31	42
South Korea	21J	2021-12-31	25
Spain	21J	2021-12-31	41
Sweden	21J	2021-12-31	29
Switzerland	21J	2021-12-31	55
USA	21J	2021-12-31	482
United Kingdom	21J	2021-12-31	308
Australia	21J	2022-01-01	22
Austria	21J	2022-01-01	70
Belgium	21J	2022-01-01	84
Brazil	21J	2022-01-01	9
Canada	21J	2022-01-01	46
Chile	21J	2022-01-01	13
Croatia	21J	2022-01-01	37
Denmark	21J	2022-01-01	31
Finland	21J	2022-01-01	9
France	21J	2022-01-01	67
Germany	21J	2022-01-01	193
Italy	21J	2022-01-01	31
Japan	21J	2022-01-01	43
Lithuania	21J	2022-01-01	31
Malaysia	21J	2022-01-01	19
Netherlands	21J	2022-01-01	51
New Zealand	21J	2022-01-01	8
Peru	21J	2022-01-01	5
Poland	21J	2022-01-01	93
Russia	21J	2022-01-01	9
Singapore	21J	2022-01-01	7
Slovakia	21J	2022-01-01	6
Slovenia	21J	2022-01-01	26
South Korea	21J	2022-01-01	55
Spain	21J	2022-01-01	22
Sweden	21J	2022-01-01	37
Switzerland	21J	2022-01-01	25
USA	21J	2022-01-01	376
United Kingdom	21J	2022-01-01	193
Australia	21J	2022-01-02	22
Austria	21J	2022-01-02	7
Belgium	21J	2022-01-02	31
Brazil	21J	2022-01-02	13
Canada	21J	2022-01-02	50
Chile	21J	2022-01-02	12
China	21J	2022-01-02	1
Croatia	21J	2022-01-02	24
Denmark	21J	2022-01-02	264
Finland	21J	2022-01-02	13
France	21J	2022-01-02	82
Germany	21J	2022-01-02	374
Ireland	21J	2022-01-02	1
Italy	21J	2022-01-02	64
Japan	21J	2022-01-02	55
Lithuania	21J	2022-01-02	43
Malaysia	21J	2022-01-02	23
Netherlands	21J	2022-01-02	52
New Zealand	21J	2022-01-02	19
Peru	21J	2022-01-02	11
Poland	21J	2022-01-02	186
Russia	21J	2022-01-02	275
Singapore	21J	2022-01-02	7
Slovakia	21J	2022-01-02	60
Slovenia	21J	2022-01-02	8
South Korea	21J	2022-01-02	40
Spain	21J	2022-01-02	54
Sweden	21J	2022-01-02	51
Switzerland	21J	2022-01-02	40
USA	21J	2022-01-02	622
United Kingdom	21J	2022-01-02	281
Australia	21J	2022-01-03	30
Austria	21J	2022-01-03	5
Belgium	21J	2022-01-03	62
Brazil	21J	2022-01-03	67
Canada	21J	2022-01-03	46
Chile	21J	2022-01-03	20
China	21J	2022-01-03	2
Croatia	21J	2022-01-03	143
Denmark	21J	2022-01-03	144
Finland	21J	2022-01-03	23
France	21J	2022-01-03	822
Germany	21J	2022-01-03	1251
Italy	21J	2022-01-03	219
Japan	21J	2022-01-03	72
Lithuania	21J	2022-01-03	57
Malaysia	21J	2022-01-03	25
Netherlands	21J	2022-01-03	77
New Zealand	21J	2022-01-03	16
Peru	21J	2022-01-03	48
Poland	21J	2022-01-03	438
Russia	21J	2022-01-03	141
Singapore	21J	2022-01-03	8
Slovakia	21J	2022-01-03	83
Slovenia	21J	2022-01-03	60
South Korea	21J	2022-01-03	33
Spain	21J	2022-01-03	92
Sweden	21J	2022-01-03	123
Switzerland	21J	2022-01-03	136
USA	21J	2022-01-03	1154
United Kingdom	21J	2022-01-03	320
Australia	21J	2022-01-04	28
Austria	21J	2022-01-04	10
Belgium	21J	2022-01-04	60
Brazil	21J	2022-01-04	47
Canada	21J	2022-01-04	65
Chile	21J	2022-01-04	8
Croatia	21J	2022-01-04	155
Denmark	21J	2022-01-04	23
Finland	21J	2022-01-04	7
France	21J	2022-01-04	163
Germany	21J	2022-01-04	534
Greece	21J	2022-01-04	1
Ireland	21J	2022-01-04	66
Italy	21J	2022-01-04	56
Japan	21J	2022-01-04	136
Lithuania	21J	2022-01-04	35
Malaysia	21J	2022-01-04	21
Netherlands	21J	2022-01-04	52
New Zealand	21J	2022-01-04	8
Peru	21J	2022-01-04	34
Poland	21J	2022-01-04	446
Russia	21J	2022-01-04	132
Singapore	21J	2022-01-04	7
Slovakia	21J	2022-01-04	61
Slovenia	21J	2022-01-04	59
South Korea	21J	2022-01-04	77
Spain	21J	2022-01-04	38
Sweden	21J	2022-01-04	42
Switzerland	21J	2022-01-04	96
USA	21J	2022-01-04	988
United Kingdom	21J	2022-01-04	327
Australia	21J	2022-01-05	17
Austria	21J	2022-01-05	2
Belgium	21J	2022-01-05	31
Brazil	21J	2022-01-05	47
Canada	21J	2022-01-05	42
Chile	21J	2022-01-05	7
Croatia	21J	2022-01-05	94
Denmark	21J	2022-01-05	64
Finland	21J	2022-01-05	12
France	21J	2022-01-05	117
Germany	21J	2022-01-05	462
Ireland	21J	2022-01-05	1
Italy	21J	2022-01-05	22
Japan	21J	2022-01-05	153
Lithuania	21J	2022-01-05	49
Malaysia	21J	2022-01-05	22
Netherlands	21J	2022-01-05	38
New Zealand	21J	2022-01-05	14
Peru	21J	2022-01-05	30
Poland	21J	2022-01-05	265
Russia	21J	2022-01-05	115
Singapore	21J	2022-01-05	11
Slovakia	21J	2022-01-05	61
Slovenia	21J	2022-01-05	59
South Korea	21J	2022-01-05	68
Spain	21J	2022-01-05	80
Sweden	21J	2022-01-05	44
Switzerland	21J	2022-01-05	51
USA	21J	2022-01-05	669
United Kingdom	21J	2022-01-05	248
Australia	21J	2022-01-06	12
Austria	21J	2022-01-06	6
Belgium	21J	2022-01-06	29
Brazil	21J	2022-01-06	35
Canada	21J	2022-01-06	39
Chile	21J	2022-01-06	4
China	21J	2022-01-06	1
Croatia	21J	2022-01-06	28
Denmark	21J	2022-01-06	35
Finland	21J	2022-01-06	6
France	21J	2022-01-06	69
Germany	21J	2022-01-06	530
Italy	21J	2022-01-06	22
Japan	21J	2022-01-06	145
Lithuania	21J	2022-01-06	41
Malaysia	21J	2022-01-06	9
Netherlands	21J	2022-01-06	40
New Zealand	21J	2022-01-06	14
Peru	21J	2022-01-06	25
Poland	21J	2022-01-06	235
Russia	21J	2022-01-06	123
Singapore	21J	2022-01-06	17
Slovakia	21J	2022-01-06	27
Slovenia	21J	2022-01-06	59
South Korea	21J	2022-01-06	29
Spain	21J	2022-01-06	23
Sweden	21J	2022-01-06	21
Switzerland	21J	2022-01-06	18
USA	21J	2022-01-06	590
United Kingdom	21J	2022-01-06	245
Australia	21J	2022-01-07	15
Austria	21J	2022-01-07	4
Belgium	21J	2022-01-07	22
Brazil	21J	2022-01-07	31
Canada	21J	2022-01-07	34
Chile	21J	2022-01-07	8
Croatia	21J	2022-01-07	99
Denmark	21J	2022-01-07	57
Finland	21J	2022-01-07	15
France	21J	2022-01-07	89
Germany	21J	2022-01-07	505
Greece	21J	2022-01-07	3
Italy	21J	2022-01-07	19
Japan	21J	2022-01-07	168
Lithuania	21J	2022-01-07	37
Malaysia	21J	2022-01-07	10
Netherlands	21J	2022-01-07	24
New Zealand	21J	2022-01-07	19
Peru	21J	2022-01-07	16
Poland	21J	2022-01-07	232
Russia	21J	2022-01-07	84
Singapore	21J	2022-01-07	5
Slovakia	21J	2022-01-07	35
Slovenia	21J	2022-01-07	54
South Korea	21J	2022-01-07	43
Spain	21J	2022-01-07	85
Sweden	21J	2022-01-07	56
Switzerland	21J	2022-01-07	28
USA	21J	2022-01-07	449
United Kingdom	21J	2022-01-07	196
Australia	21J	2022-01-08	11
Austria	21J	2022-01-08	6
Belgium	21J	2022-01-08	11
Brazil	21J	2022-01-08	8
Canada	21J	2022-01-08	18
Chile	21J	2022-01-08	6
Croatia	21J	2022-01-08	42
Denmark	21J	2022-01-08	15
Finland	21J	2022-01-08	3
France	21J	2022-01-08	60
Germany	21J	2022-01-08	126
Greece	21J	2022-01-08	7
Ireland	21J	2022-01-08	2
Italy	21J	2022-01-08	9
Japan	21J	2022-01-08	119
Lithuania	21J	2022-01-08	15
Malaysia	21J	2022-01-08	8
Netherlands	21J	2022-01-08	26
New Zealand	21J	2022-01-08	16
Peru	21J	2022-01-08	5
Poland	21J	2022-01-08	165
Russia	21J	2022-01-08	179
Singapore	21J	2022-01-08	3
Slovakia	21J	2022-01-08	26
Slovenia	21J	2022-01-08	21
South Korea	21J	2022-01-08	30
Spain	21J	2022-01-08	24
Sweden	21J	2022-01-08	20
Switzerland	21J	2022-01-08	19
USA	21J	2022-01-08	245
United Kingdom	21J	2022-01-08	114
Australia	21J	2022-01-09	16
Austria	21J	2022-01-09	2
Belgium	21J	2022-01-09	8
Brazil	21J	2022-01-09	6
Canada	21J	2022-01-09	23
Chile	21J	2022-01-09	9
Croatia	21J	2022-01-09	10
Denmark	21J	2022-01-09	18
Finland	21J	2022-01-09	9
France	21J	2022-01-09	42
Germany	21J	2022-01-09	53
Greece	21J	2022-01-09	1
Italy	21J	2022-01-09	9
Japan	21J	2022-01-09	53
Lithuania	21J	2022-01-09	5
Malaysia	21J	2022-01-09	15
Netherlands	21J	2022-01-09	13
New Zealand	21J	2022-01-09	10
Peru	21J	2022-01-09	4
Poland	21J	2022-01-09	156
Russia	21J	2022-01-09	101
Slovakia	21J	2022-01-09	10
Slovenia	21J	2022-01-09	29
South Korea	21J	2022-01-09	30
Spain	21J	2022-01-09	16
Sweden	21J	2022-01-09	15
Switzerland	21J	2022-01-09	22
USA	21J	2022-01-09	258
United Kingdom	21J	2022-01-09	98
Australia	21J	2022-01-10	13
Belgium	21J	2022-01-10	19
Brazil	21J	2022-01-10	20
Canada	21J	2022-01-10	30
Chile	21J	2022-01-10	4
Croatia	21J	2022-01-10	47
Denmark	21J	2022-01-10	34
Finland	21J	2022-01-10	3
France	21J	2022-01-10	324
Germany	21J	2022-01-10	535
Greece	21J	2022-01-10	9
Ireland	21J	2022-01-10	1
Italy	21J	2022-01-10	68
Japan	21J	2022-01-10	43
Lithuania	21J	2022-01-10	13
Malaysia	21J	2022-01-10	19
Netherlands	21J	2022-01-10	35
New Zealand	21J	2022-01-10	13
Peru	21J	2022-01-10	1
Poland	21J	2022-01-10	276
Russia	21J	2022-01-10	13
Singapore	21J	2022-01-10	7
Slovakia	21J	2022-01-10	59
Slovenia	21J	2022-01-10	26
South Korea	21J	2022-01-10	27
Spain	21J	2022-01-10	40
Sweden	21J	2022-01-10	42
Switzerland	21J	2022-01-10	52
USA	21J	2022-01-10	479
United Kingdom	21J	2022-01-10	147
Australia	21J	2022-01-11	22
